id	prompt	waveId	transcription	recResult	language	meaning	edition	category
4444	Sag: Ich möchte in der vierten Reihe sitzen	user-83_2014-11-03_18-41-45_utt_022	i would sit in the fortieth lesson	i would like the sunday roast rare	0	0	ST2	B
4509	Sag: Ich möchte mit Postkarte bezahlen	user-83_2014-11-06_19-23-22_utt_052	i would like payed by post card	i would like pay by post card	0	1	ST2	B
4876	Sag: Ich möchte mit Kreditkarte bezahlen	user-95_2014-10-25_09-40-47_utt_012	i would like to pay with credit card	i would like to buy with credit card	0	1	ST2	B
5006	Sag: Ich möchte mit Visa bezahlen	user-102_2014-11-12_06-45-05_utt_007	i will pay with visa	i would pay with visa	0	1	ST2	B
5083	Sag: Ich möchte mit Mastercard bezahlen	user-117_2014-12-12_16-14-02_utt_018	i would like pay with mastercard is that okay	i would like pay with mastercard seven pay	0	1	ST2	B
5100	Sag: Ich möchte mit Postkarte bezahlen	user-117_2014-12-13_12-36-24_utt_007	i would like pay with post card is that okay	i would like pay with post cards is okay	0	1	ST2	B
5113	Sag: Ich möchte mit Kreditkarte bezahlen	user-117_2014-12-21_17-30-40_utt_007	i would like pay with the credit card is that okay	i would like pay with the credit card is that ok	0	1	ST2	B
5158	Sag: Ich möchte mit Kreditkarte bezahlen	user-118_2014-11-28_15-40-46_utt_044	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
5209	Sag: Ich möchte mit Kreditkarte bezahlen	user-118_2014-11-28_16-13-59_utt_003	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
5210	Sag: Ich möchte mit Euros bezahlen	user-118_2014-11-28_16-13-59_utt_004	i would like to pay with euro	i would like to pay with euros	0	1	ST2	B
5241	Sag: Ich möchte mit Kreditkarte bezahlen	user-118_2014-11-28_16-13-59_utt_051	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
5341	Sag: Ich möchte mit Kreditkarte bezahlen	user-131_2014-09-19_17-22-35_utt_038	can i pay with credit card	can i pay with credit card	0	1	ST2	B
5371	Sag: Ich möchte mit Visa bezahlen	user-131_2014-09-23_19-36-12_utt_005	i pla*a i'll pay with visa*z	i have red i will pay with visa	0	1	ST2	B
5372	Sag: Ich möchte mit Schweizer Franken bezahlen	user-131_2014-09-23_19-36-12_utt_006	then i would pay with swiss francs	i would pay with swiss francs	0	1	ST2	B
5389	Sag: Ich möchte mit Kreditkarte bezahlen	user-131_2014-09-23_19-36-12_utt_033	can i pay with credit card	can i pay with credit card	0	1	ST2	B
5506	Sag: Ich möchte um 8 Uhr morgen abreisen	user-158_2014-09-11_17-50-46_utt_020	i want to depart tomorrow at eight o'clock	i want to pay card tomorrow at eight o'clock	0	1	ST2	B
5531	Sag: Ich möchte um 12 Uhr morgen abreisen	user-158_2014-09-16_16-39-44_utt_032	at twelve o'clock	at twelve o'clock	0	0	ST2	B
5532	Sag: Ich möchte um 12 Uhr morgen abreisen	user-158_2014-09-16_16-39-44_utt_033	i want to go at twelve o'clock	i want to go at twelve o'clock	0	0	ST2	B
5562	Sag: Ich möchte mit Mastercard bezahlen	user-159_2014-09-11_17-30-50_utt_027	i want to pay with master	i want to pay with master	0	0	ST2	B
5610	Sag: Ich möchte mit Dollars bezahlen	user-159_2014-09-13_09-58-10_utt_011	i want to pay with dollar	i want to pay with dollars	0	1	ST2	B
5623	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_029	i want to pay with with my	i want to pay with visa	0	0	ST2	B
5637	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_044	i want to pay with with credit card please	i want to pay with with credit card please	0	1	ST2	B
5638	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_045	can i pay with credit card	can i pay with credit card	0	1	ST2	B
5645	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_055	i want to pay with credit card please	i want to pay with credit card please	0	1	ST2	B
5646	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_056	can i pay with credit card	can i pay with credit card	0	1	ST2	B
5668	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_089	can i pay with mastercard	can i pay with mastercard	0	0	ST2	B
5669	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_090	can i pay with credit card	can i pay with credit card	0	1	ST2	B
5675	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_100	i want to pay with credit card please	i want to pay with credit card please	0	1	ST2	B
5676	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_101	i want to pay with credit card please	i want to pay with credit card please	0	1	ST2	B
5686	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-15_17-16-32_utt_009	can i pay with credit card	can i pay with credit card	0	1	ST2	B
5694	Sag: Ich möchte mit Postkarte bezahlen	user-159_2014-09-15_17-16-32_utt_020	can i pay with credit card	can i pay with credit card	0	0	ST2	B
5746	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-15_17-16-32_utt_099	can i pay with credit card	can i pay with credit card	0	1	ST2	B
5764	Sag: Ich möchte um 10 Uhr morgen abreisen	user-159_2014-09-16_16-11-58_utt_016	i would like to leave tomorrow	i would like to leave tomorrow	0	0	ST2	B
5772	Sag: Ich möchte um 8 Uhr morgen abreisen	user-159_2014-09-16_16-11-58_utt_027	i would like to leave at eight o'clock	i would like to leave at eight o'clock	0	0	ST2	B
5961	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-24_16-22-54_utt_014	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
5985	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-24_16-22-54_utt_044	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6005	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-24_16-22-54_utt_068	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6011	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-10-15_17-49-05_utt_009	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6020	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-10-21_18-20-49_utt_004	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6024	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-10-21_18-20-49_utt_010	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6026	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-10-21_18-20-49_utt_014	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6030	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-10-22_18-48-01_utt_003	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6219	Sag: Ich möchte mit Postkarte bezahlen	user-166_2014-09-15_18-01-46_utt_050	i would like a junior*z suite	i would like a junior suite	0	0	ST2	B
6249	Sag: Ich möchte mit Kreditkarte bezahlen	user-158_2014-10-26_17-29-06_utt_010	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6284	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-28_07-42-24_utt_010	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6307	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-28_07-42-24_utt_045	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6351	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-29_13-09-33_utt_050	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6354	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-29_13-09-33_utt_055	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6355	Sag: Ich möchte mit Dollars bezahlen	user-167_2014-10-29_13-09-33_utt_056	can i pay with euros*z	can i pay with euros	0	0	ST2	B
6356	Sag: Ich möchte mit Dollars bezahlen	user-167_2014-10-29_13-09-33_utt_057	i would like er to pay with uh	i would like the steak	0	0	ST2	B
6366	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-28-12_utt_005	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6367	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-28-12_utt_006	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6375	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-28-12_utt_020	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6380	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-28-12_utt_029	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6381	Sag: Ich möchte mit Pfund bezahlen	user-167_2014-10-30_19-28-12_utt_030	can i pay with food	can i pay a food	0	0	ST2	B
6382	Sag: Ich möchte mit Pfund bezahlen	user-167_2014-10-30_19-28-12_utt_031	i pay with pfund*v	a single room	0	0	ST2	B
6383	Sag: Ich möchte mit Pfund bezahlen	user-167_2014-10-30_19-28-12_utt_032	i pay with pfund*v	my name is john	0	0	ST2	B
6386	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-28-12_utt_037	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6394	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_012	can i pay with credit card	steak africa	0	1	ST2	B
6395	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_013	can i pay with credit card	liz	0	1	ST2	B
6396	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_014	i would like to pay with credit card	i do not lisbon	0	1	ST2	B
6418	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_051	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6419	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_052	i would like to pay with cre*a credit card	i would like to pay with a credit card	0	1	ST2	B
6423	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_060	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6425	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_064	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6431	Sag: Ich möchte mit Kreditkarte bezahlen	user-167_2014-10-30_19-41-32_utt_074	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6436	Sag: Ich möchte mit Postkarte bezahlen	user-179_2014-09-26_07-35-23_utt_012	i want to pay with my credit card	i want to pay with my credit card	0	0	ST2	B
6444	Sag: Ich möchte mit Kreditkarte bezahlen	user-180_2014-09-20_10-03-10_utt_007	can i pay with cash card	can i pay with have holidays	0	0	ST2	B
6445	Sag: Ich möchte mit Kreditkarte bezahlen	user-180_2014-09-20_10-03-10_utt_008	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6449	Sag: Ich möchte mit Kreditkarte bezahlen	user-180_2014-09-26_07-48-05_utt_005	i would like to pay with credit card	i would like to pay with credit card	0	1	ST2	B
6450	Sag: Ich möchte mit Euros bezahlen	user-180_2014-09-26_07-48-05_utt_006	i would like to pay in euro	i would like to pay with euros	0	1	ST2	B
6510	Sag: Ich möchte am Montag abreisen	user-170_2014-10-28_16-34-01_utt_039	i would like to leave at monday	i would like to leave at monday	0	1	ST2	B
6550	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-03_15-31-28_utt_008	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6597	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-17_18-53-25_utt_017	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6627	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-17_18-53-25_utt_055	can i pay with credit card	can i pay with credit card	0	1	ST2	B
6677	Sag: Ich möchte mit Visa bezahlen	user-213_2014-06-28_16-44-13_utt_008	i would like pay with visa*z	i would like pay with visa	0	1	ST2	B
6684	Sag: Ich möchte mit Kreditkarte bezahlen	user-213_2014-06-28_16-44-13_utt_019	i would like pa*a to pay with credit card	i would like pay to pay with credit card	0	1	ST2	B
62	Sag: Ich möchte mit Visa bezahlen	user-260_2014-12-10_06-56-11_utt_022	i would to like to pay with visa	i would like to pay with visa	0	1	ST2	C
111	Sag: Ich möchte um 14 Uhr morgen abreisen	user-283_2014-12-16_08-28-54_utt_020	i want to leave at two o'clock	i want to leave at two o'clock	0	0	ST2	C
389	Sag: Ich möchte mit Dollars bezahlen	user-45_2014-10-29_13-11-30_utt_022	i will pay with dollars	i want pay with dollars	0	1	ST2	C
822	Sag: Ich möchte mit Mastercard bezahlen	user-45_2014-11-19_11-50-52_utt_009	i will pay by mastercard	i will pay by mastercard	0	1	ST2	C
986	Sag: Ich möchte um 12 Uhr morgen abreisen	user-45_2014-11-19_11-50-52_utt_230	i want to leave at twelve o'clock a m	i want to leave at five o'clock am	0	0	ST2	C
1228	Sag: Ich möchte mit Mastercard bezahlen	user-45_2014-11-19_16-32-57_utt_085	i have to pay by mastercard	i like to pay by mastercard	0	1	ST2	C
1233	Sag: Ich möchte mit Euros bezahlen	user-45_2014-11-19_16-32-57_utt_096	can i pay with euros*z	can i pay with euros	0	1	ST2	C
1736	Sag: Ich möchte in der zehnten Reihe sitzen	user-51_2014-11-10_16-11-09_utt_145	i would like to sit in the tenth room	i would like to sit in the tenth row	0	1	ST2	C
1949	Sag: Ich möchte mit Kreditkarte bezahlen	user-56_2014-11-06_16-32-06_utt_042	i would like to pay with mastercard credit card	i would buy with a credit card	0	1	ST2	C
2131	Sag: Ich möchte in der achten Reihe sitzen	user-57_2014-10-30_18-43-25_utt_026	i want to sit in the eight row	i want to sit in the eighth row	0	1	ST2	C
2145	Sag: Ich möchte mit Kreditkarte bezahlen	user-57_2014-10-30_18-43-25_utt_044	can i pay with visa	can i pay with visa	0	1	ST2	C
2327	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-07_11-18-23_utt_031	can i pay with euro*z	can i pay with euros	0	1	ST2	C
2370	Sag: Ich möchte mit Euros bezahlen	user-57_2014-11-08_08-52-04_utt_008	can i pay with euro*z	can i pay with euros	0	1	ST2	C
2602	Sag: Ich möchte am Donnerstagabend gehen	user-57_2014-11-12_11-54-21_utt_058	i would like to go on thirty evening	i would like to go on saturday museum	0	0	ST2	C
2887	Sag: Ich möchte am Donnerstagnachmittag abreisen	user-57_2014-11-19_18-05-17_utt_019	i would like to leave on thursday*z a evening	i would like to leave on thursday are evening	0	0	ST2	C
3144	Sag: Ich möchte um 12 Uhr morgen abreisen	user-73_2014-12-08_18-25-51_utt_019	i want to leave by twelve o'clock tomorrow	i want to leave at twelve o'clock tomorrow	0	1	ST2	C
4382	Sag: Ich möchte mit Kreditkarte bezahlen	user-83_2014-10-27_14-15-22_utt_019	i want i would pay with a credit card	i want i would pay with credit card	0	1	ST2	C
5008	Sag: Ich möchte mit Schweizer Franken bezahlen	user-102_2014-11-12_06-45-05_utt_009	i will pay with swiss francs	i would pay with swiss francs	0	1	ST2	C
5312	Sag: Ich möchte mit Postkarte bezahlen	user-131_2014-09-17_12-08-57_utt_010	i want to pay with my credit card	i want pay by credit card	0	0	ST2	C
5320	Sag: Ich möchte mit Postkarte bezahlen	user-131_2014-09-19_17-22-35_utt_008	i want to pay with a credit card	i want pay with the credit card	0	0	ST2	C
5401	Sag: Ich möchte mit Visa bezahlen	user-135_2014-09-17_13-20-12_utt_011	like to pay with visa	i like to pay with visa	0	1	ST2	C
5636	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_043	i want to pay with credit card	i want to pay with credit card	0	1	ST2	C
5667	Sag: Ich möchte mit Kreditkarte bezahlen	user-159_2014-09-13_09-58-10_utt_088	i want to pay with mastercard	i want to pay with mastercard	0	1	ST2	C
5756	Sag: Ich möchte um 20 Uhr morgen abreisen	user-159_2014-09-16_16-11-58_utt_004	i would like to leave at eight o'clock p m	i would like to leave at eight o'clock p m	0	0	ST2	C
5765	Sag: Ich möchte um 10 Uhr morgen abreisen	user-159_2014-09-16_16-11-58_utt_017	i would like to leave at tomorrow at ten a m	i would like to leave at tomorrow at ten a m	0	1	ST2	C
5789	Sag: Ich möchte um 11 Uhr morgen abreisen	user-159_2014-09-17_13-11-25_utt_003	i would like to leave at ele*a was*v nei*v enschuldigung*v i would like to leave at ich*v weiss*v  i would like to leave at eleven a m tomorrow	i would like to leave at eleven my toilet i would like to leave at friday i would like to leave at eleven a m tomorrow	0	1	ST2	C
6400	Sag: Ich möchte am Donnerstagabend gehen	user-167_2014-10-30_19-41-32_utt_024	i would like to go at donn*a thursday*z evening	i would like to go on thursday evening	0	1	ST2	C
6434	Sag: Ich möchte mit Postkarte bezahlen	user-179_2014-09-26_07-35-23_utt_010	xxx i want to xxx i want to pay with my credit card fuckin	liz i want to pay with my credit card	0	0	ST2	C
6435	Sag: Ich möchte mit Postkarte bezahlen	user-179_2014-09-26_07-35-23_utt_011	i want to pay with with my credit card	i want to pay with my credit card	0	0	ST2	C
ST1-5870	Sag: Ich möchte mit Schweizer Franken bezahlen	5870	can i pay by swiss franc	can i pay by swiss franc	0	1	ST1	A
ST1-5871	Sag: Ich möchte mit Schweizer Franken bezahlen	5871	can i pay a swiss franc*z	can i pay a swiss franc	0	1	ST1	A
ST1-5872	Sag: Ich möchte mit Schweizer Franken bezahlen	5872	can i pay by swiss franc	can i pay by swiss franc	0	1	ST1	A
ST1-5880	Sag: Ich möchte mit Visa bezahlen	5880	i would like to pay by like visa	i would like to pay by like visa	0	1	ST1	A
ST1-5946	Sag: Ich möchte mit Kreditkarte bezahlen	5946	i would like to pay be credit card	i would like to pay be credit card	0	1	ST1	A
ST1-6000	Sag: Ich möchte mit Mastercard bezahlen	6000	i would with master card pay	i would with master card pay	0	1	ST1	A
ST1-6001	Sag: Ich möchte mit Mastercard bezahlen	6001	i would with master cards pay	i would with master card pay	0	1	ST1	A
ST1-6011	Sag: Ich möchte mit Kreditkarte bezahlen	6011	would i pay be credit card	would i pay be credit card	0	0	ST1	A
ST1-6016	Sag: Ich möchte am Donnerstag abreisen	6016	i would um ah fuck	i would um ah fuck	0	0	ST1	A
ST1-6033	Sag: Ich möchte mit Kreditkarte bezahlen	6033	i would pay with credit card	i would pay with credit card	0	1	ST1	A
ST1-6034	Sag: Ich möchte mit Kreditkarte bezahlen	6034	can i pay by credit cards	can i pay by credit cards	0	1	ST1	A
ST1-6050	Sag: Ich möchte mit Schweizer Franken bezahlen	6050	i pay with swiss francs	i pay with swiss francs	0	1	ST1	A
ST1-6089	Sag: Ich möchte mit Kreditkarte bezahlen	6089	can i buy with cost post card	can i buy with cost post card	0	1	ST1	A
ST1-6096	Sag: Ich möchte mit Kreditkarte bezahlen	6096	can i buy by credit card	can i buy by credit card	0	1	ST1	A
ST1-6111	Sag: Ich möchte mit Kreditkarte bezahlen	6111	can i buy be credit card	can i buy by credit card	0	1	ST1	A
ST1-6117	Sag: Ich möchte mit Mastercard bezahlen	6117	can i buy the master card please	can i buy be mastercard please	0	0	ST1	A
ST1-6125	Sag: Ich möchte mit Kreditkarte bezahlen	6125	can i buy by credit card	can i buy by credit card	0	1	ST1	A
ST1-6131	Sag: Ich möchte mit Kreditkarte bezahlen	6131	can i buy be credit card	can i buy be credit card	0	1	ST1	A
ST1-6137	Sag: Ich möchte mit Kreditkarte bezahlen	6137	can i buy the credit card	can i buy be credit card	0	0	ST1	A
ST1-6146	Sag: Ich möchte mit Kreditkarte bezahlen	6146	can i buy be credit card	can i buy be credit card	0	1	ST1	A
ST1-6147	Sag: Ich möchte mit Dollars bezahlen	6147	can i buy be dollars	can i buy be dollars	0	0	ST1	A
ST1-6153	Sag: Ich möchte mit Kreditkarte bezahlen	6153	can i buy be credit card	can i buy be credit card	0	1	ST1	A
ST1-6159	Sag: Ich möchte mit Kreditkarte bezahlen	6159	can i buy be credit card	can i buy be credit card	0	1	ST1	A
ST1-6166	Sag: Ich möchte mit Kreditkarte bezahlen	6166	can i buy be credit card	can i buy be credit card	0	1	ST1	A
ST1-6167	Sag: Ich möchte mit Dollars bezahlen	6167	can i buy be dollars	can i buy be dollars	0	0	ST1	A
ST1-6173	Sag: Ich möchte mit Kreditkarte bezahlen	6173	can i buy be credit card	can i buy be credit card	0	1	ST1	A
ST1-6177	Sag: Ich möchte mit Visa bezahlen	6177	can i buy be visa card	can i buy be visa card	0	0	ST1	A
ST1-6178	Sag: Ich möchte mit Visa bezahlen	6178	can i buy be visa	can i buy be visa	0	1	ST1	A
ST1-6186	Sag: Ich möchte mit Kreditkarte bezahlen	6186	can i buy be credit card	can i buy be credit card	0	1	ST1	A
ST1-6187	Sag: Ich möchte mit Dollars bezahlen	6187	can i buy be dollars	can i buy be dollars	0	0	ST1	A
ST1-6197	Sag: Ich möchte um 13 Uhr morgen abreisen	6197	want to leave tomorrow one o'clock	i want to leave tomorrow one o'clock	0	1	ST1	A
ST1-6203	Sag: Ich möchte um 17 Uhr morgen abreisen	6203	i would to leave tomorrow at five o'clock	i would like to leave tomorrow at five o'clock	0	1	ST1	A
ST1-6214	Sag: Ich möchte am Freitag abreisen	6214	i would like to leave on free day	i would like to leave on free day	0	0	ST1	A
ST1-6229	Sag: Ich möchte am Mittwochabend abreisen	6229	i would like to leave at wednesday evening	i would like to leave at wednesday evening	0	1	ST1	A
ST1-6334	Sag: Ich möchte mit Kreditkarte bezahlen	6334	can i pay be credit card	can i pay be credit card	0	1	ST1	A
ST1-6348	Sag: Ich möchte mit Dollars bezahlen	6348	can i pay by dollars	can i pay by dollars	0	1	ST1	A
ST1-6354	Sag: Ich möchte mit Postkarte bezahlen	6354	i would like to par pay pay post card	i would like to par pay pay post card	0	1	ST1	A
ST1-6359	Sag: Ich möchte mit Mastercard bezahlen	6359	i would cash with the master card	i would cash with mastercard	0	0	ST1	A
ST1-6360	Sag: Ich möchte mit Mastercard bezahlen	6360	can i buy	can i buy	0	0	ST1	A
ST1-6361	Sag: Ich möchte mit Mastercard bezahlen	6361	can i buy be with mastercard	can i buy be with mastercard	0	1	ST1	A
ST1-6368	Sag: Ich möchte mit Postkarte bezahlen	6368	i will buy be a post card	i will buy be post card	0	0	ST1	A
ST1-6369	Sag: Ich möchte mit Postkarte bezahlen	6369	i would like a pay by post card	i would like a pay by post card	0	1	ST1	A
ST1-6394	Sag: Ich möchte mit Postkarte bezahlen	6394	i would like to buy pay be post card	i would like to buy pay be post card	0	1	ST1	A
ST1-6395	Sag: Ich möchte mit Postkarte bezahlen	6395	i would like to pay be post card	i would like to pay be post card	0	1	ST1	A
ST1-6402	Sag: Ich möchte mit Postkarte bezahlen	6402	i would like to pay be post card	i would like to pay be post card	0	1	ST1	A
ST1-6411	Sag: Ich möchte mit Mastercard bezahlen	6411	can i pay be mastercard	can i pay be mastercard	0	1	ST1	A
ST1-6418	Sag: Ich möchte mit Kreditkarte bezahlen	6418	can i pay be credit card	can i pay be credit card	0	1	ST1	A
ST1-6427	Sag: Ich möchte mit Postkarte bezahlen	6427	i'd like to post by post card	i'd like to post by post card	0	0	ST1	A
ST1-6435	Sag: Ich möchte mit Visa bezahlen	6435	i want with visa bezahlen*v	i want with visa thirty-seven	0	0	ST1	A
ST1-6463	Sag: Ich möchte am Samstag abreisen	6463	i want leave at saturday	i want leave at saturday	0	1	ST1	A
ST1-6563	Sag: Ich möchte am Donnerstagabend abreisen	6563	i would like to leave on thursday and thing	i would like to leave on thursday and thing	0	0	ST1	A
ST1-6606	Sag: Ich möchte mit Kreditkarte bezahlen	6606	i want with pay credit card*z	i want with pay credit card	0	1	ST1	A
ST1-6607	Sag: Ich möchte mit Kreditkarte bezahlen	6607	i want with credit*z card pay	i want with card pay	0	0	ST1	A
ST1-6630	Sag: Ich möchte am Samstagnachmittag abreisen	6630	i would like to leave a saturday afternoon	i would like to leave a saturday afternoon	0	1	ST1	A
ST1-6657	Sag: Ich möchte mit Kreditkarte bezahlen	6657	i want to buy with credit card please	i want to buy with credit card please	0	1	ST1	A
ST1-6714	Sag: Ich möchte um 18 Uhr morgen abreisen	6714	i want to leave	i want to leave	0	0	ST1	A
ST1-6720	Sag: Ich möchte am Samstagabend abreisen	6720	i want to leave at saturday night	i want to leave at saturday night	0	1	ST1	A
ST1-6750	Sag: Ich möchte mit Kreditkarte bezahlen	6750	a pay with credit card	i pay with credit card	0	1	ST1	A
ST1-6754	Sag: Ich möchte mit Kreditkarte bezahlen	6754	i would buy with credit card	i would buy with credit card	0	1	ST1	A
ST1-6755	Sag: Ich möchte mit Dollars bezahlen	6755	i would buy with dollars	i would buy with dollars	0	1	ST1	A
ST1-6761	Sag: Ich möchte mit Mastercard bezahlen	6761	i would buy with master card	i would buy with mastercard	0	1	ST1	A
ST1-6762	Sag: Ich möchte mit Dollars bezahlen	6762	i would buy with dollars	i would buy with dollars	0	1	ST1	A
ST1-6775	Sag: Ich möchte mit Mastercard bezahlen	6775	i would buy with master card	i would buy with mastercard	0	1	ST1	A
ST1-6782	Sag: Ich möchte mit Kreditkarte bezahlen	6782	i would buy with credit card	i would buy with credit card	0	1	ST1	A
ST1-6783	Sag: Ich möchte mit Dollars bezahlen	6783	i would buy with dollars	i would buy with dollars	0	1	ST1	A
ST1-6791	Sag: Ich möchte mit Visa bezahlen	6791	i would like to buy with visa	i would like to buy with visa	0	1	ST1	A
ST1-6800	Sag: Ich möchte mit Kreditkarte bezahlen	6800	i would like to pay with the credit*z card	i would like to pay with the credit card	0	1	ST1	A
ST1-6806	Sag: Ich möchte mit Kreditkarte bezahlen	6806	can i	can i	0	0	ST1	A
ST1-6807	Sag: Ich möchte mit Kreditkarte bezahlen	6807	can i pay with the credit*z card please	can i pay with the credit card please	0	1	ST1	A
ST1-6873	Sag: Ich möchte in der sechsten Reihe sitzen	6873	i would like sitting in the sixth row	i would like sitting in the sixth row	0	1	ST1	A
ST1-6874	Sag: Ich möchte in der sechsten Reihe sitzen	6874	i	i	0	0	ST1	A
ST1-6899	Sag: Ich möchte in der sechsten Reihe sitzen	6899	i would sit in the sixth row	i would sit in the sixth row	0	1	ST1	A
ST1-6950	Sag: Ich möchte mit Mastercard bezahlen	6950	yes	yes	0	0	ST1	A
ST1-6955	Sag: Ich möchte mit Postkarte bezahlen	6955	i want to pay with the post card	i want to pay with post card	0	1	ST1	A
ST1-6963	Sag: Ich möchte mit Kreditkarte bezahlen	6963	won't i play	won't i play	0	0	ST1	A
ST1-6964	Sag: Ich möchte mit Kreditkarte bezahlen	6964	would i pay by credit card	would i pay by credit card	0	0	ST1	A
ST1-6965	Sag: Ich möchte mit Kreditkarte bezahlen	6965	i hate you	i hate you	0	0	ST1	A
ST1-7025	Sag: Ich möchte mit Kreditkarte bezahlen	7025	i would at ate by credit card	i would at ate by credit card	0	0	ST1	A
ST1-7090	Sag: Ich möchte mit Kreditkarte bezahlen	7090	i would like no no no i i would like to i would like to buy by credit card	i would like no no no no i would like to i would like to buy credit card	0	0	ST1	A
ST1-7091	Sag: Ich möchte mit Kreditkarte bezahlen	7091	i would like to buy by the credit card card	i would like to buy with credit card card	0	1	ST1	A
ST1-7098	Sag: Ich möchte mit Postkarte bezahlen	7098	i want to buy with a post card	i want to buy with a post card	0	1	ST1	A
ST1-7151	Sag: Ich möchte mit Visa bezahlen	7151	i would like pay with visa	i would like pay with visa	0	1	ST1	A
ST1-7160	Sag: Ich möchte am Freitagnachmittag abreisen	7160	i'd like ah at friday afternoon	i'd like at friday afternoon	0	0	ST1	A
ST1-7189	Sag: Ich möchte mit Mastercard bezahlen	7189	i would like with mastercard	i would like with mastercard	0	0	ST1	A
